iter	Logloss
176	0.2324488382
177	0.232178505
178	0.2314680655
179	0.2307478567
180	0.2300990828
181	0.2291834793
182	0.2285512739
183	0.2279056864
184	0.2272453556
185	0.2267119404
186	0.2259146966
187	0.2248622278
188	0.2240572279
189	0.2228298815
190	0.2220895358
191	0.2213840225
192	0.2205513467
193	0.2200610977
194	0.2194662599
195	0.2184901352
196	0.2178139001
197	0.2171312783
198	0.2163399466
199	0.215721031
200	0.2149803136
201	0.214039334
202	0.2136058799
203	0.2130301717
204	0.2123098563
205	0.2117905584
206	0.211126063
207	0.2104240999
208	0.2096714984
209	0.2089889731
210	0.208047007
211	0.2073026327
212	0.2063427231
213	0.2054515331
214	0.2050491525
215	0.204692734
216	0.2038884251
217	0.2033225312
218	0.202659389
219	0.202156482
220	0.2014954728
221	0.2007908628
222	0.2005048729
223	0.1999398287
224	0.1989707182
225	0.1982937502
226	0.1974956161
227	0.1970409462
228	0.1966190038
229	0.1958171478
230	0.1951347049
231	0.1943761171
232	0.1935391012
233	0.1927542449
234	0.1920061127
235	0.1913006435
236	0.1907447506
237	0.1900863771
238	0.1893998011
239	0.1885558685
240	0.1879400083
241	0.1876234565
242	0.1871101519
243	0.1865274484
244	0.1860958973
245	0.1855641922
246	0.18497469
247	0.1847664592
248	0.1843100156
249	0.1837682454
250	0.1833673354
251	0.1830341021
252	0.1824675022
253	0.1815970214
254	0.1810362701
255	0.1802229835
256	0.1796264876
257	0.17900681
258	0.1784829199
259	0.1778085718
260	0.1772887396
261	0.1767230446
262	0.1761326647
263	0.1756590335
264	0.1752048872
265	0.1744941795
266	0.1740936502
267	0.173782545
268	0.1734445202
269	0.1729759343
270	0.1726347675
271	0.1720340366
272	0.1717011687
273	0.1713350849
274	0.171060689
275	0.1704442306
276	0.1700305889
277	0.1694677888
278	0.1688857807
279	0.1683607654
280	0.1678548102
281	0.1673443445
282	0.16687921
283	0.1664911333
284	0.1661350417
285	0.1655820315
286	0.1651061143
287	0.1647868905
288	0.1640114566
289	0.1637889857
290	0.1632830233
291	0.1628376775
292	0.1623678553
293	0.1618624943
294	0.1612334914
295	0.160651788
296	0.1602090187
297	0.1597290252
298	0.1592035379
299	0.1586719201
300	0.1583002527
301	0.157757679
302	0.1573167343
303	0.1569499022
304	0.1563847027
305	0.1559922693
306	0.1555112329
307	0.1549383774
308	0.1545150208
309	0.1541154831
310	0.1535607111
311	0.153000857
312	0.1526247081
313	0.1523141052
314	0.1518697581
315	0.1516874357
316	0.1513028729
317	0.1508017103
318	0.1502662223
319	0.1499851475
320	0.1496159296
321	0.1491427909
322	0.148722402
323	0.1484217775
324	0.1479899029
325	0.147484992
326	0.1472623337
327	0.1468694201
328	0.1465154742
329	0.1461719901
330	0.1459637318
331	0.1455784666
332	0.1450089273
333	0.1444548268
334	0.1442514009
335	0.1438894999
336	0.1434534898
337	0.143202577
338	0.1427302571
339	0.1424561878
340	0.142141848
341	0.1419186064
342	0.1415141071
343	0.1410119983
344	0.140702782
345	0.140141343
346	0.1398147164
347	0.1395731732
348	0.1392560681
349	0.1386637162
350	0.1382125155
351	0.1378964922
352	0.1376574408
353	0.1373575123
354	0.1369078353
355	0.1365821477
356	0.1360516296
357	0.1358128107
358	0.1354138956
359	0.1348351939
360	0.1345077335
361	0.1341646078
362	0.1336572425
363	0.1332702589
364	0.1330479404
365	0.1326375919
366	0.1323563958
367	0.1320010708
368	0.1315335962
369	0.1311975839
370	0.1308361736
371	0.1306804185
372	0.130531901
373	0.1302713539
374	0.1298651321
375	0.1294173304
376	0.1291114046
377	0.1288009047
378	0.1284389879
379	0.1282224245
380	0.1278488661
381	0.1275249961
382	0.127103316
383	0.1268283389
384	0.1265352511
385	0.1262727926
386	0.1259944718
387	0.1257014586
388	0.1253518956
389	0.1250268564
390	0.124595155
391	0.1243377725
392	0.1239915293
393	0.1238169564
394	0.123617256
395	0.1233648701
396	0.123030699
397	0.1225621032
398	0.1222080066
399	0.1219062674
400	0.1217946255
401	0.1213572593
402	0.1210883903
403	0.1206942764
404	0.1203783477
405	0.1200560774
406	0.1196883023
407	0.1194635324
408	0.1192460106
409	0.1189753311
410	0.1187561821
411	0.118501073
412	0.1181105563
413	0.1178482879
414	0.1176107989
415	0.1173738799
416	0.1172104854
417	0.1168771713
418	0.1165847139
419	0.1163314213
420	0.1161065688
421	0.1159011105
422	0.1155894372
423	0.1152962332
424	0.1150971414
425	0.1148729457
426	0.1147158918
427	0.1143758713
428	0.1142067533
429	0.1138991332
430	0.1137119237
431	0.1134751424
432	0.1132637465
433	0.1129452429
434	0.1126515975
435	0.1123242743
436	0.1120454113
437	0.1116363008
438	0.1113951305
439	0.111046837
440	0.1109704764
441	0.110684769
442	0.1103611144
443	0.1101763962
444	0.1098712778
445	0.1097032141
446	0.10939891
447	0.109271745
448	0.1090341825
449	0.1087969266
450	0.1086216375
451	0.1084740938
452	0.1082490969
453	0.1081633203
454	0.1080069785
455	0.1077911861
456	0.107492393
457	0.107309092
458	0.1070066975
459	0.1067240977
460	0.106540258
461	0.1061748124
462	0.105760122
463	0.1056104092
464	0.1052215676
465	0.1050265464
466	0.1047507627
467	0.1045208664
468	0.104310679
469	0.1040577087
470	0.1037912099
471	0.1036066377
472	0.1031739336
473	0.1029484278
474	0.1026613819
475	0.1023287976
476	0.1020345889
477	0.1017393284
478	0.1015300587
479	0.1012332789
480	0.1009905965
481	0.1008184932
482	0.1004383253
483	0.1001904717
484	0.09994449205
485	0.09976019146
486	0.09942067732
487	0.09915251869
488	0.09889936257
489	0.09865258074
490	0.09835101655
491	0.09806243895
492	0.09783830992
493	0.09765920783
494	0.09739090189
495	0.09724682228
496	0.09701815229
497	0.09687856162
498	0.09659891827
499	0.09637174827
500	0.09622909005
501	0.09610271036
502	0.09589102504
503	0.09561785201
504	0.0953634742
505	0.0950470301
506	0.09477894056
507	0.09457729121
508	0.09440815487
509	0.09418513858
510	0.09398357086
511	0.09381076523
512	0.09368559092
513	0.09350430472
514	0.09329375985
515	0.09308354414
516	0.09287920423
517	0.09267340496
518	0.09247033459
519	0.09228475534
520	0.09203494886
521	0.09185884257
522	0.09155929278
523	0.09128059058
524	0.09113033866
525	0.09103613029
526	0.09083182721
527	0.09064545221
528	0.09039671786
529	0.09007095228
530	0.08984142694
531	0.08976867548
532	0.08956288114
533	0.08937482393
534	0.0890840459
535	0.08894883409
536	0.08870952752
537	0.08846563329
538	0.08828787971
539	0.08803441418
540	0.08776290781
541	0.08759529196
542	0.08741127116
543	0.08729761269
544	0.08711696013
545	0.0868783988
546	0.08667337135
547	0.0865189304
548	0.08626801003
549	0.08599491066
550	0.08585863926
551	0.08554718335
552	0.08532991379
553	0.08512226411
554	0.08496637101
555	0.08473828112
556	0.08455390421
557	0.08439491585
558	0.08414622021
559	0.08407918739
560	0.0839063267
561	0.08377675684
562	0.08368581609
563	0.08343626397
564	0.08321598495
565	0.08304267286
566	0.08284062717
567	0.08260976547
568	0.08252964544
569	0.08222934585
570	0.08203283579
571	0.081815578
572	0.08167265023
573	0.0814490903
574	0.08122743277
575	0.0810574388
576	0.08086526925
577	0.08066929602
578	0.080522355
579	0.08026652465
580	0.08017366517
581	0.07993852788
582	0.07973964503
583	0.07950827612
584	0.07932794891
585	0.07912920273
586	0.07901686354
587	0.07884666495
588	0.07860003421
589	0.07853270868
590	0.0784167374
591	0.07828642115
592	0.07810758785
593	0.07787111307
594	0.07765978043
595	0.07749182555
596	0.07734777935
597	0.07715818153
598	0.07711511926
599	0.07691373225
600	0.07674525232
601	0.07656228428
602	0.07632185851
603	0.07615454827
604	0.07611780144
605	0.07593799511
606	0.07588361251
607	0.07570020978
608	0.07556140651
609	0.07535754344
610	0.07518930952
611	0.07506673617
612	0.07492537331
613	0.07478356779
614	0.07460506289
615	0.0743740444
616	0.07420790158
617	0.07400291399
618	0.07387721463
619	0.07366337062
620	0.07342354735
621	0.07323224074
622	0.07315511764
623	0.07299044178
624	0.07274220286
625	0.07263234011
626	0.07248625672
627	0.07230797809
628	0.07210419588
629	0.07193433137
630	0.07182341738
631	0.0715884236
632	0.07134044892
633	0.07128244904
634	0.0711275658
635	0.07102783091
636	0.07088089103
637	0.07075675506
638	0.07062871251
639	0.07055307156
640	0.07045777095
641	0.07030180495
642	0.07006512402
643	0.06990579207
644	0.06965869285
645	0.06952418491
646	0.06934781097
647	0.06923466275
648	0.06907961095
649	0.06898928372
650	0.06883958305
651	0.06882136187
652	0.06874185914
653	0.06861185116
654	0.06841857228
655	0.06823698047
656	0.06807715042
657	0.06789699785
658	0.06774958607
659	0.06765867608
660	0.06752967341
661	0.0674755057
662	0.06737549556
663	0.0671904816
664	0.06709483702
665	0.06691618102
666	0.06677786104
667	0.06666799753
668	0.06652919578
669	0.06639764529
670	0.06623229821
671	0.06608751018
672	0.06592111033
673	0.06582076307
674	0.06556935067
675	0.06542436978
676	0.06534853369
677	0.06522590795
678	0.06516338723
679	0.06510066303
680	0.06491229185
681	0.06471527344
682	0.06457394096
683	0.06444626363
684	0.06429287507
685	0.0641447393
686	0.06399736739
687	0.06379482017
688	0.06362907598
689	0.06347455151
690	0.0633658258
691	0.06332482008
692	0.063129258
693	0.06304995839
694	0.06292819977
695	0.06289426802
696	0.0627852834
697	0.06276943312
698	0.06272962481
699	0.06264015975
700	0.06257635773
701	0.06238444937
702	0.06233903443
703	0.06218228105
704	0.06203182943
705	0.06192272788
706	0.06185577554
707	0.06172620984
708	0.06164744288
709	0.06151812168
710	0.06142206519
711	0.06134346336
712	0.06118258473
713	0.06115971895
714	0.06103357388
715	0.0608434829
716	0.06076041263
717	0.06065787176
718	0.06060244096
719	0.06058799195
720	0.06041715897
721	0.06030155557
722	0.06018872246
723	0.06009005703
724	0.06002487119
725	0.05993985105
726	0.05980795546
727	0.05970722779
728	0.05969581255
729	0.05957934507
730	0.05948031025
731	0.0593475092
732	0.0591929441
733	0.05908333458
734	0.05907817365
735	0.05893037729
736	0.05874540434
737	0.05871569693
738	0.05859273862
739	0.05843207069
740	0.05833302068
741	0.05832250976
742	0.05831795323
743	0.0582166895
744	0.05811436275
745	0.05797713008
746	0.0579074568
747	0.05785352941
748	0.05779619126
749	0.05769951176
750	0.05757200224
751	0.05756344044
752	0.05754665432
753	0.05742816599
754	0.05730050992
755	0.05729645073
756	0.05723883658
757	0.0571785797
758	0.05706223561
759	0.05697420486
760	0.05688919573
761	0.05674810394
762	0.05665896083
763	0.05655122107
764	0.05647619591
765	0.05635003831
766	0.05620768192
767	0.05608295104
768	0.05601160921
769	0.05583269429
770	0.05571441362
771	0.05562946865
772	0.05548713655
773	0.05539610621
774	0.05538100915
775	0.05530988069
776	0.0552055065
777	0.05511017818
778	0.05507338844
779	0.05504808266
780	0.05503624981
781	0.05495333785
782	0.05485844574
783	0.0547821218
784	0.05470998614
785	0.0546414165
786	0.05454880872
787	0.05449083277
788	0.05444758447
789	0.05442323275
790	0.05432886113
791	0.05431907762
792	0.054310542
793	0.05430039365
794	0.05424014702
795	0.05422678229
796	0.05406924456
797	0.05394476083
798	0.05384111215
799	0.05378513807
800	0.05365535598
801	0.05363793016
802	0.0535721832
803	0.05341180457
804	0.05325805002
805	0.05315006083
806	0.05304383738
807	0.05296756318
808	0.05287108717
809	0.05275256277
810	0.05267658393
811	0.0526066654
812	0.05245855849
813	0.05235615088
814	0.05224061012
815	0.05216309143
816	0.05208570828
817	0.05193348941
818	0.05180693166
819	0.05166326397
820	0.05157292421
821	0.05153587859
822	0.0514804383
823	0.05136736335
824	0.05128874293
825	0.0512000945
826	0.05118825899
827	0.05108294555
828	0.05098604662
829	0.05086635215
830	0.0508608408
831	0.05073643376
832	0.05071839026
833	0.05056937181
834	0.0504759664
835	0.0503944094
836	0.05035433686
837	0.05025520788
838	0.0501430065
839	0.05008222229
840	0.04994115746
841	0.04985197638
842	0.04982475604
843	0.04980490656
844	0.04969572907
845	0.0495992356
846	0.04945797639
847	0.04933669005
848	0.04926889072
849	0.04914153571
850	0.04901151331
851	0.04887145758
852	0.04886193184
853	0.04874112424
854	0.04873698077
855	0.04862738567
856	0.04853551061
857	0.04846565169
858	0.0484555246
859	0.04839813406
860	0.04827575015
861	0.0482286249
862	0.04820578189
863	0.04811553363
864	0.04810937005
865	0.04802856893
866	0.04796984051
867	0.04790885509
868	0.04780032604
869	0.04774323998
870	0.04763632557
871	0.04757379726
872	0.0475264837
873	0.04751080768
874	0.04750323903
875	0.04743370129
876	0.04736736626
877	0.04724031611
878	0.04718836781
879	0.04711049567
880	0.04701141415
881	0.04696184169
882	0.0469472769
883	0.04681470857
884	0.04676498122
885	0.04668486384
886	0.04657768558
887	0.04650135708
888	0.04643119445
889	0.04633818197
890	0.04631187088
891	0.04629366907
892	0.04618191415
893	0.04607824004
894	0.04598320518
895	0.04591673499
896	0.04580247782
897	0.04566351547
898	0.04559681864
899	0.04552224222
900	0.04543218719
901	0.04537543749
902	0.04536666688
903	0.0453072661
904	0.04518788218
905	0.04506583313
906	0.04504135953
907	0.04494042723
908	0.04482749086
909	0.04479627473
910	0.04475814294
911	0.04469867307
912	0.04459279016
913	0.04449544553
914	0.04446181598
915	0.04437873128
916	0.04431642507
917	0.04426793612
918	0.04425962412
919	0.04417973111
920	0.04417211994
921	0.04406426135
922	0.04395316285
923	0.04394108854
924	0.04393436499
925	0.0438950692
926	0.04380221124
927	0.04369996004
928	0.04359676808
929	0.04359220168
930	0.04356735223
931	0.04353591287
932	0.04347566966
933	0.04338087246
934	0.04336648078
935	0.04330081773
936	0.04319957032
937	0.04309823103
938	0.04300076567
939	0.04299433444
940	0.04298794877
941	0.04288582058
942	0.0428680546
943	0.04277563778
944	0.04276427797
945	0.04272336185
946	0.04265098207
947	0.04253237187
948	0.04251693313
949	0.04246992746
950	0.04246724259
951	0.04245671497
952	0.0424433567
953	0.0423586566
954	0.04231835399
955	0.04222551121
956	0.04222259324
957	0.04213592277
958	0.04201505215
959	0.04189429617
960	0.04183860417
961	0.04179783536
962	0.04170865694
963	0.04161392428
964	0.04156495052
965	0.04155447301
966	0.04146652768
967	0.04140966333
968	0.04133606868
969	0.04127704642
970	0.04122921236
971	0.04115584398
972	0.04106958732
973	0.04099210736
974	0.04095176147
975	0.04093276012
976	0.0408743582
977	0.04076825358
978	0.04066052255
979	0.04059549046
980	0.04051086174
981	0.0404381342
982	0.04033621937
983	0.04030693868
984	0.04024895817
985	0.04019696697
986	0.0401596651
987	0.04007653826
988	0.04000403927
989	0.03992279472
990	0.0398378114
991	0.0397825765
992	0.03969943979
993	0.03961799707
994	0.03956390946
995	0.03947321397
996	0.03940530871
997	0.03935174426
998	0.03931611055
999	0.03924829717
